dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
10_25,010,0.00,,0.00,,,,,,0.54,0.00,0.03,,,,0.42,
102_51,040,0.00,0.13,0.01,,0.00,,0.02,,0.02,0.14,0.08,0.01,,,0.58,0.00
102_51,175,,,0.30,,,,0.04,,0.01,0.21,0.17,,,,0.26,
102_52,040,,,0.02,,,,0.01,,0.05,0.12,0.11,,,,0.69,
102_52,175,,,0.23,,0.00,,0.04,,0.10,0.10,0.33,,,,0.20,
102_53,041,,,0.19,,,,,,0.08,0.09,0.46,,,,0.19,
102_53,175,,,0.04,,0.00,,0.02,,0.15,0.12,0.34,0.00,0.01,,0.32,
102_54,041,,,0.01,,,,0.02,,0.11,0.10,0.39,,,,0.38,
102_54,175,,,0.03,,0.00,,0.01,,0.22,0.01,0.43,,,,0.30,
102_54,191,,,0.00,,,,0.01,,0.05,0.02,0.44,,,,0.47,
102_55,175,,,,,,,,,0.29,0.01,0.24,,,,0.46,
102_55,191,,,0.00,,,,,,0.07,0.09,0.40,,,,0.44,
102_56,191,,0.01,0.02,,0.00,,0.05,,0.01,0.67,0.12,0.00,,,0.12,0.00
102_57,191,0.00,0.05,0.00,,0.01,0.00,0.17,,0.00,0.74,0.01,0.00,0.01,,0.01,0.00
102_58,191,0.00,0.31,,0.00,0.03,0.01,0.22,0.00,,0.36,,,0.06,,,0.01
102_59,191,0.00,0.58,,0.00,0.03,0.01,0.06,0.01,,0.05,,,0.26,,,
10_26,010,,,0.01,,,,,,0.88,0.00,0.03,0.00,,,0.08,0.00
102_60,191,0.00,0.81,,0.00,0.02,0.08,0.06,0.00,,0.00,,0.00,0.02,,,0.00
102_61,191,0.01,0.70,,0.02,0.04,0.13,0.04,0.01,,0.00,,0.00,0.05,,,0.00
102_62,191,,0.84,,,0.00,0.00,0.03,,,0.00,,,0.13,,,
102_63,186,,0.90,,,,,0.02,0.00,,,,,0.08,,,
102_63,191,,0.60,,,0.00,0.00,0.02,,,0.00,,,0.37,,,
102_64,186,,0.62,,,0.01,,0.03,0.06,,0.06,,0.00,0.21,,,0.00
102_64,191,0.00,0.06,,,,,,0.25,,0.62,,0.00,0.07,,,0.01
102_65,186,0.00,0.17,,,,,,0.61,,0.05,,0.03,0.14,,,0.00
102_65,191,,0.02,,,,,,0.84,,0.12,,0.02,,,,
102_66,186,0.00,0.81,,0.00,0.01,0.00,0.03,0.05,,0.02,,0.05,,,,0.01
102_67,186,,0.88,,0.00,0.02,0.00,0.03,0.02,,0.00,,0.04,,,,0.00
102_68,173,,0.28,,0.10,0.06,0.16,0.07,0.10,,0.06,,0.12,0.06,,,0.00
102_68,186,0.00,0.44,,0.01,0.04,0.02,0.08,0.22,,0.05,,0.09,0.02,,,0.04
102_69,173,,0.04,,0.04,0.19,0.33,0.17,0.04,,0.16,,0.00,0.02,,,
10_27,010,,,0.04,,,,0.03,,0.61,0.00,0.06,,,,0.27,
102_70,173,,0.03,,0.06,0.15,0.39,0.28,0.01,,0.07,,0.00,0.01,,,0.00
102_71,173,0.00,0.04,,0.02,0.11,0.18,0.17,0.04,,0.38,,0.00,0.06,,,0.00
102_72,173,0.00,0.01,,,0.14,0.03,0.25,0.03,,0.38,,,0.16,,,0.00
102_72,180,,0.01,,0.00,0.09,0.02,0.28,0.06,,0.36,,0.01,0.16,,,0.00
102_73,173,,0.19,,,0.07,,0.21,0.07,,0.45,,,,,,
102_73,180,0.00,0.76,,0.00,0.01,0.00,0.04,0.01,,0.06,,0.02,0.09,,,0.02
102_74,180,0.01,0.25,0.00,0.00,0.01,0.00,0.08,0.09,0.00,0.29,,0.01,0.25,,,0.01
102_75,180,0.02,0.02,,0.00,0.02,0.00,0.05,0.00,,0.66,,0.00,0.21,,0.00,0.01
102_76,180,0.00,,0.00,,,,0.02,,,0.98,,0.00,,,0.00,0.00
102_77,180,0.00,0.00,,,0.00,,0.01,0.00,,0.98,,0.01,,,0.00,
102_78,180,0.00,,0.05,,,,0.04,,0.00,0.89,0.00,0.00,,,0.01,
102_78,181,,,0.09,0.01,0.00,0.00,0.03,,0.02,0.54,0.00,0.01,,,0.29,
102_79,181,,,0.22,0.00,0.00,,0.03,,0.02,0.57,0.00,,,,0.15,
10_28,010,,,0.03,,,,0.04,,0.79,0.00,0.07,,,,0.07,
102_80,176,,,0.26,,,,0.04,,0.01,0.64,,,,,0.05,
102_80,181,0.00,0.02,0.08,,0.00,,0.04,0.00,0.01,0.80,0.00,0.01,,,0.04,
102_81,176,,,0.18,,0.00,,0.04,,0.01,0.68,,0.00,,,0.08,
102_81,181,,,0.06,,0.01,0.00,0.04,,0.01,0.84,,0.00,,,0.05,
102_82,176,,,0.11,,0.01,0.00,0.03,,0.05,0.76,0.00,0.00,,,0.05,
102_82,181,,,0.05,,0.01,0.01,0.06,,0.03,0.82,,,,,0.01,
102_83,176,,,0.05,,,,,0.00,0.31,0.44,0.00,,,,0.19,
102_84,176,,,0.03,,,,0.01,0.00,0.57,0.19,0.04,,,,0.16,
102_85,176,,,0.03,,0.00,,0.03,,0.72,0.04,0.09,,,,0.09,
102_86,176,,0.00,0.04,,,,0.05,,0.56,0.15,0.12,,,,0.08,
102_87,176,,,0.03,,0.00,,0.04,,0.64,0.07,0.10,,,,0.10,
102_88,176,,,0.03,,0.01,0.00,0.03,,0.67,0.04,0.10,0.00,,,0.14,
102_89,176,,,0.03,0.00,0.01,0.00,0.09,,0.61,0.03,0.08,0.00,,,0.14,
10_29,010,0.00,,0.01,,0.00,,0.07,,0.79,0.00,0.04,0.01,,,0.06,
102_90,176,,,0.01,,,,0.01,0.00,0.85,0.01,0.02,0.01,,,0.09,
102_91,176,,,0.00,,,,0.01,0.01,0.85,0.00,0.01,,,,0.13,
102_92,176,,,0.00,,,,,0.00,0.86,0.01,0.01,,,,0.13,
102_93,176,,,0.00,,,,,0.00,0.90,0.01,0.00,,,,0.09,
102_94,176,,,,,,,,0.00,0.85,0.02,0.00,,,,0.13,
102_95,176,,,,,,,,0.00,0.90,0.00,0.00,,,,0.10,
102_96,176,,,,,,,,,0.79,0.01,,,,,0.20,
102_97,176,,,,,,,,,0.84,0.00,,,,,0.15,
102_98,176,0.00,,,,,,,0.01,0.77,0.01,,,,,0.22,
102_98,194,0.00,,,,,,,,0.67,0.01,,,,,0.32,
102_99,176,,,,,,,,,0.86,,,,,,0.14,
102_99,194,0.02,,,,0.02,0.00,0.02,0.00,0.75,0.00,,,,,0.19,
10_30,010,,,0.03,,,,0.06,,0.74,0.00,0.06,,,,0.10,
103_100,194,0.01,,,,,,,0.00,0.76,0.00,,0.01,,,0.21,
10_31,010,,,0.04,,,,0.05,,0.74,0.00,0.08,,,,0.09,
103_101,194,0.03,,,,,,,,0.45,0.01,,0.24,,,0.27,
103_102,194,0.07,,,,,,,,0.39,0.01,,0.08,,,0.45,
103_103,194,0.07,,,,,,,,0.54,0.00,,0.01,,,0.38,
103_104,194,0.06,,,,,,,,0.45,0.01,,,,,0.49,
103_105,194,,,,,,,,,0.82,,,,,,0.18,
103_106,194,0.00,,0.00,,,,,,0.67,0.00,,,,,0.32,
103_107,194,0.02,,0.00,,,,,,0.65,0.01,,,,,0.33,
103_107,270,0.20,,0.00,,,,,,0.45,0.05,,,,,0.30,
103_108,194,0.41,,,,,,,,0.18,0.01,,,,,0.40,
103_108,270,0.13,,0.00,,,,,,0.30,0.04,,,,,0.53,
103_109,270,0.15,,0.00,,,,,,0.27,0.03,,,,,0.54,
103_110,270,0.15,,0.01,,,,,,0.13,0.09,,,,,0.63,
103_111,270,0.01,,0.02,,,,,0.02,0.23,0.02,,,,,0.70,
103_112,270,0.01,,0.00,,0.01,0.00,0.00,0.00,0.25,0.03,,,,,0.68,
103_113,270,0.01,,0.00,,0.00,0.00,0.00,,0.19,,,,,,0.79,
103_114,270,0.00,,0.01,,,,,,0.18,0.01,,,,,0.81,
103_115,270,0.04,,0.00,,,,,,0.17,0.11,,,,,0.69,
103_116,270,0.08,,0.01,,,,,0.00,0.03,0.48,,,,,0.40,
103_117,270,0.00,,0.06,,,,,,0.48,0.10,0.00,,,,0.36,0.00
103_118,270,,,0.01,,0.00,,0.00,,0.85,0.00,,,,,0.13,0.01
103_118,no data,,,,,,,,,1.00,,,,,,,
103_119,270,,,,,0.00,,0.02,,0.86,,,,,,0.10,0.03
103_119,no data,,,0.00,,0.00,,0.01,,0.55,0.01,,,0.06,,0.32,0.05
103_120,270,,,,,,,,,1.00,,,,,,,
103_120,no data,,,,,,,,,0.52,0.02,,,,,0.45,0.00
10_32,010,,,0.04,,,,0.05,,0.78,0.00,0.06,,,,0.07,
10_33,010,,,0.01,,,,0.04,,0.89,,0.03,,,,0.03,
103_33,037,0.01,,0.01,,0.17,0.01,0.10,,0.02,0.49,0.04,0.01,,,0.13,0.00
103_33,no data,0.00,,,,0.00,,0.00,,,,,1.00,,,,
103_34,037,0.00,,0.05,,0.00,0.00,0.02,0.00,0.16,0.42,0.10,0.00,,,0.24,0.01
103_34,no data,0.09,,,,0.08,0.01,,,,,,0.81,,,,
103_35,037,,,0.05,,,,0.02,0.00,0.50,0.23,0.09,,,,0.11,0.00
103_36,037,,,0.04,,,,0.05,,0.51,0.23,0.07,,,,0.10,
103_37,035,,,0.01,,,,0.08,,0.51,0.12,0.09,,,,0.19,
103_37,037,,,0.01,,0.00,0.00,0.06,0.02,0.23,0.41,0.09,0.00,,,0.17,0.01
103_38,035,,0.02,0.03,,0.01,0.00,0.10,,0.04,0.51,0.06,,,,0.24,0.00
103_38,036,,,,,,,0.24,,,0.71,,,,,0.05,
103_38,037,,,0.10,,,,0.05,,,0.43,0.05,,,,0.38,
103_39,035,,,0.01,,0.02,0.00,0.20,,0.00,0.54,0.04,,,,0.18,
103_39,036,,0.01,0.01,0.00,0.10,0.02,0.29,,0.01,0.43,0.02,,,,0.08,0.01
103_40,036,0.00,0.20,0.00,,0.05,0.01,0.12,0.00,0.00,0.55,0.00,0.02,,,0.01,0.02
10_34,010,,,0.00,,,,0.01,,0.85,0.01,0.02,,,,0.10,
103_41,036,,0.02,,0.03,0.14,0.13,0.19,,,0.49,,0.00,,,0.00,
103_42,036,0.00,0.08,0.02,0.00,0.07,0.07,0.11,,0.09,0.40,0.07,,,,0.10,
103_43,036,,0.04,0.02,,0.01,,0.06,,0.03,0.55,0.10,0.00,,,0.19,
103_44,036,,0.04,0.00,,,,0.05,,0.10,0.42,0.13,0.00,,,0.26,
103_44,391,,,0.04,,0.00,,0.06,,0.13,0.25,0.25,0.00,,,0.27,
103_45,391,,0.09,0.02,,0.02,0.01,0.10,0.00,0.06,0.21,0.23,0.00,,,0.26,0.00
103_46,391,0.00,0.06,0.01,,0.01,0.00,0.07,,0.51,0.06,0.08,,,,0.19,
103_47,040,,,0.02,,,,0.03,,0.63,0.08,0.10,,,,0.15,
103_47,391,,,0.00,,,,0.06,,0.62,0.05,0.05,,,,0.22,
103_48,040,,0.00,0.01,,0.00,,0.02,,0.64,0.03,0.10,,,,0.19,
103_49,040,0.00,0.35,0.04,0.00,0.07,0.05,0.05,,0.11,0.11,0.07,,,,0.15,0.00
103_50,040,0.00,0.44,0.01,,0.01,0.01,0.02,,0.03,0.17,0.07,0.00,,,0.24,0.01
10_35,010,,,0.01,,,,0.03,,0.70,0.03,0.04,,,,0.20,
103_51,040,,0.01,0.01,,0.00,,0.02,,0.02,0.17,0.08,,,,0.69,
103_52,040,0.00,,0.01,,,,0.02,,0.05,0.09,0.10,0.01,,,0.72,0.01
103_52,041,,,0.16,,,,0.03,,0.01,0.11,0.35,,,,0.33,
103_52,175,,,0.16,,0.01,,0.09,,0.06,0.03,0.45,,,,0.20,
103_53,041,0.00,0.09,0.03,,0.00,,0.01,0.00,0.03,0.25,0.33,0.00,,,0.25,0.00
103_53,175,,,0.09,,,,,,0.16,0.16,0.29,,,,0.31,
103_54,041,,,0.01,,,,0.01,,0.12,0.20,0.31,,,,0.35,0.00
103_54,191,,,,,,,,,0.07,0.10,0.28,,,,0.55,
103_55,041,,,0.01,,,,,,0.13,0.05,0.14,,,,0.67,
103_55,191,,,0.00,,,,0.00,,0.09,0.07,0.53,,,,0.30,
103_56,191,,0.21,0.01,,0.00,,0.05,,0.02,0.41,0.14,,,,0.16,0.00
103_57,191,0.03,0.05,0.00,0.00,0.06,0.09,0.11,,0.00,0.63,0.02,,,,0.02,0.00
103_58,191,0.01,0.15,,0.10,0.08,0.12,0.13,0.02,,0.31,,0.00,0.08,,,0.00
103_59,191,0.00,0.55,,0.01,0.02,0.02,0.06,0.02,,0.13,,0.00,0.19,,,
10_36,010,0.00,,0.00,,,,0.01,,0.54,0.02,0.05,,,,0.37,
103_60,191,,0.86,,,0.00,0.00,0.02,0.03,,0.04,,,0.04,,,
103_61,191,,0.80,,0.00,0.01,0.00,0.04,0.01,,0.00,,0.03,0.10,,,0.00
103_62,186,,0.75,,,0.00,,0.01,0.01,,0.17,,,0.05,,,
103_62,191,,0.52,,,0.01,0.00,0.03,0.01,,0.02,,0.00,0.41,,,
103_63,186,,0.69,,0.00,0.01,0.00,0.04,0.02,,0.00,,0.00,0.23,,,
103_63,191,,0.63,,,0.00,0.00,0.03,0.00,,,,,0.33,,,
103_64,186,,0.55,,,0.00,,0.02,0.03,,0.05,,,0.35,,,
103_64,191,,0.01,,,,,,0.56,,0.43,,,0.00,,,
103_65,186,0.00,0.56,,,0.00,,0.01,0.20,,0.09,,0.08,0.05,,,0.00
103_66,186,0.00,0.94,,,0.02,0.00,0.03,0.01,,,,0.00,,,,
103_67,186,,0.82,,0.00,0.04,0.01,0.05,0.02,,0.00,,0.04,0.02,,0.00,0.02
103_68,173,,,,0.02,0.20,0.38,0.13,0.02,,0.19,,0.02,0.04,,,
103_68,186,,0.25,,0.00,0.04,0.02,0.07,0.15,,0.40,,0.06,0.00,,,0.01
103_69,173,0.02,,,0.02,0.28,0.33,0.15,0.01,,0.18,,0.01,0.01,,,
10_37,010,0.01,,0.00,,,,0.00,,0.39,0.01,0.06,0.00,,,0.54,
103_70,173,0.14,0.12,,0.05,0.14,0.25,0.14,0.01,,0.03,,,0.12,,,0.00
103_71,173,,0.03,,0.04,0.21,0.28,0.27,0.01,,0.10,,,0.07,,,
103_71,180,,0.04,,,,,,0.00,,0.16,,,0.80,,,
103_72,173,,0.23,,,0.11,0.04,0.23,0.04,,0.19,,,0.16,,,0.00
103_72,180,,0.56,,,0.00,,0.04,0.06,,0.14,,0.01,0.16,,,0.02
103_73,180,,0.10,0.00,,0.02,0.00,0.13,0.06,,0.30,,0.00,0.38,,,0.01
103_74,180,0.00,0.02,,,0.01,0.00,0.19,0.00,,0.64,,0.00,0.12,,,
103_75,180,0.00,0.00,,0.00,0.00,,0.03,,,0.94,,0.00,0.03,,,0.00
103_76,180,0.00,,,,,,0.02,,,0.91,,,0.06,,,0.00
103_77,180,,,,,,,0.01,,,0.99,,0.00,,,,0.00
103_78,180,0.00,,0.00,,,,0.03,,,0.97,,,,,,0.00
103_78,181,,,0.03,0.00,0.00,,0.04,,0.00,0.92,0.00,,,,0.01,
103_79,176,,,0.11,,,,0.12,,0.03,0.17,0.03,,,,0.54,
103_79,181,,,0.15,0.00,0.01,,0.01,,0.03,0.47,0.00,0.00,,,0.33,
10_38,010,0.00,,,,,,0.02,,0.54,0.02,0.04,0.01,,,0.37,
103_80,176,,,0.23,,0.00,,0.01,,0.03,0.52,0.00,,,,0.22,
103_80,181,,,0.15,,0.00,,0.06,,0.00,0.65,0.00,,,,0.13,
103_81,176,,,0.22,,0.00,0.00,0.05,,0.06,0.54,0.00,0.00,,,0.13,
103_82,176,,,0.18,,0.01,0.00,0.03,,0.09,0.66,0.00,,,,0.03,
103_83,176,,,0.05,0.00,0.06,0.01,0.03,,0.22,0.58,0.00,,,,0.04,
103_84,176,,0.01,0.02,,0.02,0.00,0.04,,0.64,0.14,0.03,,,,0.11,
103_85,176,,,0.04,,0.01,,0.04,,0.64,0.09,0.11,0.00,,,0.06,
103_86,176,,,0.04,,0.02,0.01,0.05,,0.58,0.03,0.24,0.00,,,0.04,
103_87,176,,,0.04,,0.02,0.00,0.06,,0.58,0.05,0.16,0.00,,,0.09,
103_88,176,,,0.06,,0.00,0.00,0.04,,0.63,0.06,0.11,0.01,,,0.08,
103_89,176,,,0.07,,0.01,0.00,0.04,,0.53,0.07,0.18,0.01,,,0.10,
10_39,010,,,0.00,,,,0.04,,0.78,0.00,0.04,,,,0.13,
103_90,176,,,0.01,,0.00,,0.03,,0.66,0.04,0.08,0.00,,,0.18,
103_91,176,,,0.01,,,,0.02,0.01,0.61,0.03,0.02,0.00,,,0.29,
103_92,176,,,,,,,,,0.74,0.01,0.01,,,,0.24,
103_93,176,,,,,,,,0.00,0.73,0.01,0.00,,,,0.26,
103_94,176,,,,,,,,0.00,0.81,0.02,,,,,0.17,
103_95,176,,,,,,,,0.00,0.83,0.02,,,,,0.15,
103_96,176,,,,,,,,,0.88,,,,,,0.12,
103_96,194,,,,,,,,,1.00,,,,,,,
103_97,176,,,,,,,,,0.90,0.00,,,,,0.10,
103_97,194,,,,,0.01,,0.03,,0.82,0.00,,,,,0.14,
103_98,176,,,,,,,,,0.97,,,,,,0.03,
103_98,194,,,,,0.01,0.00,0.01,0.00,0.73,0.00,,,,,0.24,
103_99,194,0.00,,,,0.01,,0.00,0.00,0.72,0.00,,,,,0.27,
10_40,003,,,0.01,,,,0.16,,0.53,0.07,0.01,,,,0.22,
10_40,010,,,0.00,,,,0.10,,0.82,0.00,0.01,,,,0.07,
104_100,194,0.01,,,,,,,0.00,0.75,0.00,,,,,0.24,
10_41,003,,,0.02,,,,0.08,,0.52,0.00,0.06,,,,0.31,
10_41,010,,,,,,,0.05,,0.81,,0.05,,,,0.09,
104_101,194,0.02,,,,,,,0.01,0.69,0.00,,0.02,,,0.27,
104_102,194,0.02,,,,,,,0.00,0.63,0.00,,0.00,,,0.35,
104_103,194,0.00,,,,,,,,0.61,0.00,,,,,0.38,
104_104,194,0.00,,0.00,,,,,,0.60,0.00,,,,,0.40,
104_105,194,0.04,,,,,,,,0.61,0.01,,,,,0.35,
104_106,194,0.06,,,,,,,0.00,0.47,0.00,,,,,0.46,
104_107,194,0.08,,,,,,,0.00,0.47,0.01,,,,,0.44,
104_108,194,0.25,,,,,,,0.00,0.26,0.02,,,,,0.46,
104_108,270,0.28,,0.00,,,,,,0.27,0.03,,,,,0.42,
104_109,270,0.24,,0.00,,,,,0.00,0.27,0.05,,,,,0.44,
104_110,270,0.01,,0.00,,,,,0.00,0.30,0.03,,,,,0.67,
104_111,270,0.00,,0.01,,0.01,0.00,0.01,0.00,0.04,0.00,,,,,0.93,
104_112,270,0.01,,0.00,,0.02,0.00,0.01,0.01,0.07,0.04,,,,,0.85,
104_113,270,0.00,,,,0.01,,0.00,0.00,0.01,0.01,,,,,0.97,
104_114,270,0.00,,0.00,,,,,0.00,0.01,0.01,,,,,0.99,
104_115,270,,,0.01,,,,,0.00,0.20,0.02,,,,,0.77,
104_116,270,,,0.03,,,,,,0.08,0.07,0.04,,,,0.79,
104_117,270,,,0.09,,,,,0.00,0.58,0.00,0.00,,,,0.33,0.00
104_118,270,,,0.00,,0.00,,0.02,0.00,0.93,,,,,,0.05,0.01
104_119,270,,,0.00,,,,,,0.84,0.00,,,,,0.16,0.00
104_120,270,,,0.00,,,,,,0.83,0.01,,,,,0.16,0.00
104_120,no data,,,,,,,,,0.98,,,,,,0.02,
104_121,270,,,,,,,,,1.00,,,,,,,
104_121,no data,,,,,,,,,0.96,,,,,,0.04,
10_42,003,,,0.02,,,,0.08,,0.50,0.03,0.03,,,,0.35,
10_43,003,,,0.01,,,,0.05,,0.43,0.03,0.02,,,,0.46,
10_43,004,,,,,,,0.04,,0.48,0.19,0.02,,,,0.27,
10_43,010,,,0.00,,,,0.04,,0.72,0.01,0.01,,,,0.22,
104_33,037,0.53,,,,,,,,,0.24,,0.01,,,0.19,0.03
104_33,no data,0.00,,,,,,,,,0.00,,1.00,,,0.00,
104_34,037,0.03,,0.00,0.00,0.05,0.02,0.04,0.01,0.02,0.49,0.02,0.01,,,0.31,0.00
104_34,no data,0.05,,,0.01,0.01,0.01,0.02,0.00,,0.00,,0.91,,,0.00,
104_35,037,,,0.02,0.00,0.00,0.00,0.04,0.00,0.09,0.58,0.04,0.00,,,0.23,0.00
104_36,037,,,0.00,,0.01,,0.04,0.01,0.01,0.80,0.01,0.00,,,0.10,0.01
104_37,037,,,0.00,,0.00,,0.02,0.00,0.03,0.83,0.02,,,,0.10,0.00
104_38,035,,,0.05,,0.00,,0.03,,0.11,0.48,0.08,,,,0.26,
104_38,036,,,0.03,,0.00,,0.06,,0.09,0.59,0.03,,,,0.19,
104_38,037,,,0.00,,,,0.02,,0.04,0.75,0.01,,,,0.16,
104_39,036,,,0.01,,0.00,,0.05,0.00,0.02,0.70,0.03,0.00,,,0.18,0.01
104_39,037,,,,,,,0.04,,0.01,0.81,0.03,,,,0.12,
104_40,036,,0.03,0.00,,0.03,0.00,0.11,,0.00,0.73,0.01,,,,0.06,0.01
104_40,037,,,,,,,,,,0.84,0.03,,,,0.12,
10_44,004,0.00,,0.01,,0.00,,0.01,,0.54,0.09,0.01,,,,0.34,
10_44,010,,,,,,,0.02,,0.46,0.00,0.02,,,,0.51,
104_41,036,,0.08,,0.05,0.12,0.22,0.17,0.00,,0.35,,,,,0.00,0.00
104_42,036,,0.12,,0.01,0.20,0.28,0.16,,,0.22,0.00,,,,0.01,0.01
104_42,391,,,,,0.13,0.01,0.22,,,0.62,0.02,,,,,
104_43,036,,0.02,0.01,,0.01,0.00,0.05,,0.03,0.69,0.06,0.00,,,0.14,
104_43,391,,0.09,,,0.04,0.00,0.12,,0.16,0.37,0.15,,,,0.07,
104_44,036,,,0.04,,,,0.03,,0.23,0.35,0.11,,,,0.24,
104_44,391,,,0.16,,,,0.04,,0.21,0.29,0.14,,,,0.16,
104_45,391,,0.00,0.11,,0.01,0.00,0.06,,0.31,0.12,0.21,0.00,,,0.16,0.00
104_46,391,,0.13,0.01,0.00,0.06,0.01,0.10,0.00,0.18,0.14,0.11,0.00,,,0.26,0.01
104_47,040,,,0.02,,,,0.01,,0.42,0.07,0.09,,,,0.38,
104_47,391,0.00,,0.01,,0.00,,0.02,,0.15,0.15,0.09,,,,0.59,
104_48,040,,,0.03,,0.00,,0.02,,0.47,0.14,0.17,,,,0.16,
104_48,391,,,,,,,0.03,,0.24,0.00,0.19,,,,0.54,
104_49,040,,0.21,0.14,,0.02,0.00,0.03,,0.14,0.19,0.14,,,,0.12,0.00
10_45,004,0.00,,0.01,0.00,0.12,0.04,0.03,,0.17,0.16,0.00,,0.03,,0.44,
104_50,040,0.00,0.59,0.00,0.00,0.11,0.08,0.03,0.00,0.00,0.12,0.00,0.00,0.04,,0.00,0.02
104_51,040,0.00,0.21,0.00,,0.13,0.02,0.13,0.00,0.02,0.25,0.03,0.00,,,0.18,0.02
104_52,040,,,0.01,,,,0.03,,0.08,0.07,0.06,0.01,,,0.75,0.00
104_52,041,,,0.15,,,,0.06,,0.08,0.10,0.21,0.00,,,0.38,0.01
104_53,041,0.00,0.11,0.13,,0.00,,0.01,0.00,0.05,0.19,0.36,0.00,,,0.14,0.00
104_54,041,,,0.04,,0.00,,0.03,0.01,0.06,0.27,0.37,0.07,,,0.14,0.01
104_55,041,,,0.05,,,,0.00,,0.12,0.26,0.24,,,,0.34,
104_55,191,,,0.00,,,,,,0.09,0.13,0.41,,,,0.37,
104_56,191,,0.12,0.01,,0.01,0.01,0.02,,0.04,0.37,0.18,,,,0.23,0.00
104_57,191,,0.06,0.00,0.08,0.15,0.42,0.12,,0.00,0.16,0.00,0.00,,,0.00,0.00
104_58,191,0.00,0.11,,0.10,0.14,0.39,0.16,0.00,,0.04,,,0.07,,,
104_59,191,0.00,0.64,,0.00,0.02,0.01,0.05,0.01,,0.02,,,0.25,,,
10_46,004,0.01,0.01,,0.01,0.08,0.06,0.07,,0.04,0.38,,,0.12,,0.23,0.00
104_60,191,,0.56,,,0.01,0.00,0.02,0.00,,0.03,,,0.38,,,
104_61,191,,0.72,,,0.01,0.00,0.04,0.00,,0.06,,,0.17,,,
104_62,186,,0.42,,,,,0.01,0.01,,0.44,,,0.12,,,0.00
104_62,191,0.00,0.55,,0.00,0.00,0.00,0.03,0.02,,0.25,,0.00,0.14,,,
104_63,186,,0.58,,,0.01,,0.02,0.01,,0.06,,,0.32,,,0.00
104_63,191,,0.60,,,0.01,,0.02,0.36,,,,,,,,
104_64,186,0.00,0.50,,,0.01,0.00,0.00,0.23,,0.08,,0.01,0.17,,,0.00
104_65,186,0.00,0.62,,,0.00,,0.02,0.20,,0.07,,0.05,0.04,,,0.00
104_66,186,,0.91,,,0.01,0.00,0.04,0.01,,0.00,,0.01,,,,0.00
104_67,186,0.00,0.81,,0.00,0.03,0.00,0.06,0.02,,0.00,,0.05,0.02,,,0.00
104_68,173,,0.15,,,0.01,0.00,0.07,0.06,,0.29,,0.00,0.42,,,0.00
104_68,186,,0.41,,,0.01,0.00,0.04,0.10,,0.37,,0.01,0.06,,,0.01
104_69,173,0.00,0.39,,0.00,0.05,0.06,0.04,0.01,,0.14,,,0.30,,,
104_69,186,,0.20,,0.00,0.01,,0.12,0.04,,0.53,,,0.10,,,
10_47,004,0.00,0.57,0.00,,0.01,0.00,0.06,,0.00,0.33,,0.00,0.01,,0.01,
104_70,173,0.00,0.57,,,0.01,0.01,0.04,0.01,,0.06,,0.00,0.31,,,
104_70,180,,,,,,,,,,,,,1.00,,,
104_71,173,,0.41,,0.05,0.03,0.06,0.17,,,0.00,,,0.27,,,
104_71,180,,0.41,0.00,0.00,0.01,0.00,0.06,0.03,,0.06,,0.01,0.40,,,0.02
104_72,180,,0.42,0.00,,0.00,0.00,0.03,0.07,,0.33,,0.01,0.11,,,0.03
104_73,180,0.00,0.38,,,0.00,0.00,0.07,0.04,,0.19,,0.01,0.30,,,0.00
104_74,180,,0.06,,,0.01,,0.08,0.02,,0.62,,0.01,0.19,,,0.00
104_75,180,0.00,0.12,,,,,0.02,0.01,,0.67,,0.01,0.16,,,0.00
104_76,180,0.01,0.21,,,0.00,,0.01,,,0.76,,0.00,0.01,,0.00,0.00
104_77,180,0.12,0.01,,,,,0.06,,,0.80,,,,,,
104_78,180,,,0.01,,,,0.05,,,0.95,,,,,,
104_78,181,,,0.11,,0.01,,0.02,,,0.85,,,,,0.01,
104_79,176,,,0.12,,0.19,0.17,,,0.06,0.42,,,,,0.05,
104_79,181,0.00,0.03,0.11,0.00,0.03,0.02,0.03,,0.01,0.60,0.00,0.02,,,0.15,
10_48,004,0.01,0.44,,0.00,0.07,0.01,0.06,,0.01,0.27,,0.00,0.05,,0.08,
104_80,176,,,0.23,,0.01,0.00,0.01,,0.02,0.58,0.01,0.01,,,0.13,
104_80,181,,0.02,0.08,0.01,0.15,0.06,0.17,,0.00,0.43,,0.00,,,0.08,
104_81,176,,,0.20,,0.00,,0.01,,0.05,0.65,0.00,0.01,,,0.08,
104_82,176,,0.00,0.21,,0.00,0.00,0.00,,0.10,0.59,0.00,0.00,,,0.09,
104_83,176,,,0.09,0.02,0.12,0.08,0.04,,0.10,0.50,0.01,0.00,,,0.04,
104_84,176,,0.02,0.02,0.00,0.03,0.01,0.03,,0.36,0.42,0.00,0.00,,,0.09,
104_85,176,,,0.02,0.00,0.00,0.00,0.03,,0.69,0.14,0.01,0.00,,,0.10,
